game_id,date,away_team,home_team,possessing_team,forechecking_team,start_event_idx,end_event_idx,start_elapsed_seconds,end_elapsed_seconds,duration_seconds,start_period_label,end_period_label,start_clock,end_clock,start_event,end_event,start_x,start_y,end_x,end_y,outcome,turnover_in_dzone,forced_dump_out,controlled_exit_allowed,stoppage,timeout,exit_lane,start_is_5v5,episode_id
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1646,1648,3068.0,3072.0,4.0,3,3,08:52,08:48,Puck Recovery,Incomplete Play,-39.0,5.5,7.0,-36.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0182
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1651,1654,3083.0,3085.0,2.0,3,3,08:37,08:35,Puck Recovery,Dump In/Out,-94.0,-26.5,-39.0,38.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0183
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1666,1674,3108.0,3122.0,14.0,3,3,08:12,07:58,Faceoff Win,Incomplete Play,69.0,-21.5,24.0,14.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0184
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1675,1680,3124.0,3130.0,6.0,3,3,07:56,07:50,Puck Recovery,Faceoff Win,-92.0,17.5,69.0,22.5,stoppage,0,0,0,1,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0185
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1676,1678,3124.0,3126.0,2.0,3,3,07:56,07:54,Faceoff Win,Dump In/Out,69.0,22.5,96.0,14.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0186
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1679,1684,3130.0,3137.0,7.0,3,3,07:50,07:43,Puck Recovery,Play,-92.0,21.5,4.0,36.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0187
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1680,1688,3130.0,3145.0,15.0,3,3,07:50,07:35,Faceoff Win,Puck Recovery,69.0,22.5,98.0,-15.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0188
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1681,1688,3134.0,3145.0,11.0,3,3,07:46,07:35,Puck Recovery,Puck Recovery,63.0,40.5,98.0,-15.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0189
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1696,1697,3165.0,3168.0,3.0,3,3,07:15,07:12,Puck Recovery,Play,54.0,28.5,-11.0,17.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0190
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1700,1704,3171.0,3175.0,4.0,3,3,07:09,07:05,Takeaway,Zone Entry,-64.0,7.5,25.0,37.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0191
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1705,1707,3182.0,3187.0,5.0,3,3,06:58,06:53,Puck Recovery,Incomplete Play,96.0,8.5,1.0,33.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0192
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1708,1716,3187.0,3200.0,13.0,3,3,06:53,06:40,Puck Recovery,Puck Recovery,-50.0,-12.5,-97.0,-16.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0193
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1710,1713,3191.0,3195.0,4.0,3,3,06:49,06:45,Puck Recovery,Play,31.0,-36.5,7.0,-36.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0194
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1720,1721,3207.0,3209.0,2.0,3,3,06:33,06:31,Puck Recovery,Dump In/Out,-91.0,7.5,-81.0,-17.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0195
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1722,1724,3215.0,3218.0,3.0,3,3,06:25,06:22,Puck Recovery,Incomplete Play,94.0,23.5,-67.0,-19.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0196
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1726,1727,3219.0,3220.0,1.0,3,3,06:21,06:20,Puck Recovery,Puck Recovery,-67.0,-22.5,-41.0,-33.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0197
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1731,1734,3224.0,3226.0,2.0,3,3,06:16,06:14,Puck Recovery,Dump In/Out,-69.0,22.5,-97.0,12.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0198
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1759,1761,3272.0,3279.0,7.0,3,3,05:28,05:21,Puck Recovery,Faceoff Win,73.0,20.5,-20.0,22.5,stoppage,0,0,0,1,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0199
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1775,1776,3300.0,3301.0,1.0,3,3,05:00,04:59,Puck Recovery,Dump In/Out,-84.0,37.5,-82.0,38.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0200
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1779,1780,3308.0,3309.0,1.0,3,3,04:52,04:51,Puck Recovery,Dump In/Out,-62.0,-32.5,-66.0,-37.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0201
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1785,1787,3320.0,3322.0,2.0,3,3,04:40,04:38,Puck Recovery,Dump In/Out,-54.0,2.5,-46.0,41.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0202
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1792,1796,3332.0,3337.0,5.0,3,3,04:28,04:23,Puck Recovery,Zone Entry,-92.0,-32.5,25.0,-23.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0203
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1802,1804,3355.0,3358.0,3.0,3,3,04:05,04:02,Puck Recovery,Puck Recovery,-46.0,16.5,-45.0,9.5,turnover_in_dzone,1,0,0,0,0,middle,1,2025-10-24.Team.B.@.Team.A__0204
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1810,1814,3372.0,3378.0,6.0,3,3,03:48,03:42,Faceoff Win,Puck Recovery,-69.0,22.5,-46.0,-40.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.B.@.Team.A__0205
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1815,1818,3380.0,3387.0,7.0,3,3,03:40,03:33,Puck Recovery,Faceoff Win,-99.0,-1.5,-69.0,22.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0206
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1933,1939,3570.0,3578.0,8.0,3,3,00:30,00:22,Puck Recovery,Incomplete Play,96.0,0.5,-35.0,41.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0207
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1936,1939,3574.0,3578.0,4.0,3,3,00:26,00:22,Puck Recovery,Incomplete Play,35.0,41.5,-35.0,41.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0208
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1940,1942,3580.0,3581.0,1.0,3,3,00:20,00:19,Takeaway,Takeaway,-99.0,4.5,-82.0,39.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.B.@.Team.A__0209
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team B,Team A,1945,1946,3587.0,3590.0,3.0,3,3,00:13,00:10,Takeaway,Zone Entry,-45.0,17.5,25.0,-6.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-24.Team.B.@.Team.A__0210
2025-10-24.Team.B.@.Team.A,2025-10-24,Team B,Team A,Team A,Team B,1948,1948,3596.0,3596.0,0.0,3,3,00:04,00:04,Puck Recovery,Puck Recovery,95.0,20.5,95.0,20.5,timeout,0,0,0,0,1,boards_positive,1,2025-10-24.Team.B.@.Team.A__0211
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,15,17,31.0,32.0,1.0,1,1,19:29,19:28,Puck Recovery,Puck Recovery,75.0,-0.5,68.0,-28.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0000
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,22,23,43.0,46.0,3.0,1,1,19:17,19:14,Puck Recovery,Dump In/Out,-96.0,-9.5,-69.0,-41.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0001
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,24,26,50.0,55.0,5.0,1,1,19:10,19:05,Puck Recovery,Zone Entry,64.0,-28.5,-26.0,37.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0002
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,38,42,66.0,72.0,6.0,1,1,18:54,18:48,Faceoff Win,Puck Recovery,-69.0,22.5,-91.0,27.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0003
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,46,49,80.0,84.0,4.0,1,1,18:40,18:36,Puck Recovery,Zone Entry,-83.0,-36.5,25.0,-32.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0004
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,51,53,90.0,92.0,2.0,1,1,18:30,18:28,Takeaway,Puck Recovery,95.0,-20.5,60.0,37.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0005
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,75,77,124.0,128.0,4.0,1,1,17:56,17:52,Puck Recovery,Puck Recovery,-67.0,-37.5,-45.0,-37.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0006
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,79,82,131.0,134.0,3.0,1,1,17:49,17:46,Puck Recovery,Play,-56.0,39.5,9.0,-4.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0007
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,158,159,286.0,286.0,0.0,1,1,15:14,15:14,Puck Recovery,Dump In/Out,32.0,40.5,32.0,40.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0008
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,167,168,301.0,301.0,0.0,1,1,14:59,14:59,Puck Recovery,Dump In/Out,44.0,38.5,44.0,38.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0009
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,171,172,306.0,306.0,0.0,1,1,14:54,14:54,Puck Recovery,Puck Recovery,97.0,-18.5,96.0,-20.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0010
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,174,182,310.0,320.0,10.0,1,1,14:50,14:40,Takeaway,Incomplete Play,65.0,-33.5,-52.0,-37.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0011
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,178,181,316.0,320.0,4.0,1,1,14:44,14:40,Puck Recovery,Takeaway,-87.0,-7.5,-52.0,-37.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0012
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,183,185,320.0,326.0,6.0,1,1,14:40,14:34,Takeaway,Dump In/Out,-74.0,-37.5,5.0,37.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0013
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,187,191,330.0,338.0,8.0,1,1,14:30,14:22,Puck Recovery,Zone Entry,96.0,7.5,-25.0,39.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0014
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,211,212,371.0,372.0,1.0,1,1,13:49,13:48,Takeaway,Dump In/Out,-58.0,27.5,-43.0,38.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0015
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,219,221,382.0,387.0,5.0,1,1,13:38,13:33,Puck Recovery,Zone Entry,-75.0,-4.5,25.0,-33.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0016
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,223,229,392.0,401.0,9.0,1,1,13:28,13:19,Takeaway,Incomplete Play,70.0,-14.5,-60.0,-39.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0017
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,226,228,399.0,401.0,2.0,1,1,13:21,13:19,Puck Recovery,Takeaway,-94.0,7.5,-60.0,-39.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0018
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,239,240,413.0,417.0,4.0,1,1,13:07,13:03,Puck Recovery,Zone Entry,-55.0,39.5,24.0,-10.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0019
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,242,246,422.0,433.0,11.0,1,1,12:58,12:47,Puck Recovery,Zone Entry,91.0,19.5,-25.0,-35.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0020
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,256,259,452.0,456.0,4.0,1,1,12:28,12:24,Puck Recovery,Zone Entry,-38.0,-20.5,24.0,13.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0021
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,260,262,458.0,458.0,0.0,1,1,12:22,12:22,Puck Recovery,Dump In/Out,70.0,3.5,70.0,3.5,forced_dump_out,0,1,0,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0022
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,264,265,466.0,466.0,0.0,1,1,12:14,12:14,Puck Recovery,Dump In/Out,36.0,25.5,36.0,25.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0023
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,278,280,486.0,487.0,1.0,1,1,11:54,11:53,Puck Recovery,Puck Recovery,-84.0,-36.5,-78.0,-38.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0024
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,287,288,498.0,503.0,5.0,1,1,11:42,11:37,Puck Recovery,Zone Entry,76.0,-13.5,-25.0,-32.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0025
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,291,292,506.0,506.0,0.0,1,1,11:34,11:34,Puck Recovery,Dump In/Out,-78.0,-0.5,-78.0,-0.5,forced_dump_out,0,1,0,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0026
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,297,303,516.0,527.0,11.0,1,1,11:24,11:13,Faceoff Win,Puck Recovery,-69.0,22.5,-78.0,-36.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0027
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,302,303,524.0,527.0,3.0,1,1,11:16,11:13,Puck Recovery,Puck Recovery,-85.0,-34.5,-78.0,-36.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0028
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,306,310,533.0,536.0,3.0,1,1,11:07,11:04,Puck Recovery,Dump In/Out,-76.0,-35.5,-46.0,-34.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0029
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,317,319,544.0,548.0,4.0,1,1,10:56,10:52,Puck Recovery,Puck Recovery,-99.0,1.5,-34.0,39.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0030
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,321,322,550.0,552.0,2.0,1,1,10:50,10:48,Puck Recovery,Dump In/Out,-81.0,4.5,-86.0,33.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0031
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,327,329,562.0,564.0,2.0,1,1,10:38,10:36,Puck Recovery,Takeaway,-76.0,-12.5,-75.0,-16.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0032
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,337,339,582.0,586.0,4.0,1,1,10:18,10:14,Puck Recovery,Dump In/Out,97.0,-4.5,36.0,-36.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0033
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,345,347,598.0,599.0,1.0,1,1,10:02,10:01,Takeaway,Dump In/Out,87.0,-33.5,50.0,-37.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0034
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,358,360,615.0,619.0,4.0,1,1,09:45,09:41,Puck Recovery,Zone Entry,-44.0,-9.5,25.0,4.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0035
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,374,381,648.0,667.0,19.0,1,1,09:12,08:53,Puck Recovery,Puck Recovery,78.0,2.5,51.0,39.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0036
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,376,379,652.0,662.0,10.0,1,1,09:08,08:58,Puck Recovery,Zone Entry,-38.0,19.5,25.0,-33.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0037
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,406,407,705.0,706.0,1.0,1,1,08:15,08:14,Puck Recovery,Dump In/Out,-94.0,-3.5,-95.0,19.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0038
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,408,410,711.0,716.0,5.0,1,1,08:09,08:04,Puck Recovery,Incomplete Play,51.0,32.5,-14.0,37.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0039
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,412,413,719.0,719.0,0.0,1,1,08:01,08:01,Puck Recovery,Dump In/Out,-62.0,-31.5,-65.0,-29.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0040
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,414,416,722.0,725.0,3.0,1,1,07:58,07:55,Puck Recovery,Play,33.0,-26.5,19.0,-13.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0041
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,431,433,751.0,755.0,4.0,1,1,07:29,07:25,Puck Recovery,Zone Entry,45.0,35.5,-26.0,7.5,controlled_exit_allowed,0,0,1,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0042
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,436,441,761.0,770.0,9.0,1,1,07:19,07:10,Puck Recovery,Puck Recovery,-54.0,40.5,-98.0,9.5,turnover_in_dzone,1,0,0,0,0,middle,1,2025-10-24.Team.E.@.Team.D__0043
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,448,449,777.0,778.0,1.0,1,1,07:03,07:02,Puck Recovery,Faceoff Win,-86.0,35.5,-69.0,22.5,turnover_in_dzone,1,0,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0044
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,500,506,907.0,917.0,10.0,1,1,04:53,04:43,Faceoff Win,Play,69.0,22.5,-46.0,-34.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0045
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,503,505,915.0,917.0,2.0,1,1,04:45,04:43,Puck Recovery,Takeaway,-47.0,-15.5,-38.0,-36.5,turnover_in_dzone,1,0,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0046
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,513,515,931.0,934.0,3.0,1,1,04:29,04:26,Puck Recovery,Zone Entry,-62.0,-27.5,25.0,28.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0047
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,517,519,938.0,942.0,4.0,1,1,04:22,04:18,Puck Recovery,Incomplete Play,92.0,-4.5,5.0,-36.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0048
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,523,525,946.0,952.0,6.0,1,1,04:14,04:08,Puck Recovery,Play,55.0,-35.5,-5.0,-15.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0049
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,531,533,964.0,974.0,10.0,1,1,03:56,03:46,Puck Recovery,Play,-58.0,8.5,-18.0,-36.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0050
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,542,549,984.0,993.0,9.0,1,1,03:36,03:27,Puck Recovery,Zone Entry,36.0,-2.5,-25.0,-22.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0051
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,552,553,995.0,996.0,1.0,1,1,03:25,03:24,Puck Recovery,Dump In/Out,-73.0,5.5,-76.0,12.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0052
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,559,562,1011.0,1015.0,4.0,1,1,03:09,03:05,Puck Recovery,Dump In/Out,-68.0,-37.5,-83.0,-37.5,forced_dump_out,0,1,0,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0053
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,568,576,1023.0,1035.0,12.0,1,1,02:57,02:45,Puck Recovery,Dump In/Out,-71.0,32.5,8.0,28.5,forced_dump_out,0,1,0,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0054
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,577,579,1035.0,1040.0,5.0,1,1,02:45,02:40,Puck Recovery,Faceoff Win,31.0,14.5,69.0,-21.5,stoppage,0,0,0,1,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0055
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,579,582,1040.0,1045.0,5.0,1,1,02:40,02:35,Faceoff Win,Incomplete Play,69.0,-21.5,16.0,-26.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0056
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team E,Team D,580,582,1043.0,1045.0,2.0,1,1,02:37,02:35,Puck Recovery,Incomplete Play,75.0,-27.5,16.0,-26.5,controlled_exit_allowed,0,0,1,0,0,boards_negative,1,2025-10-24.Team.E.@.Team.D__0057
2025-10-24.Team.E.@.Team.D,2025-10-24,Team E,Team D,Team D,Team E,586,587,1049.0,1053.0,4.0,1,1,02:31,02:27,Puck Recovery,Play,-76.0,-2.5,-17.0,27.5,controlled_exit_allowed,0,0,1,0,0,boards_positive,1,2025-10-24.Team.E.@.Team.D__0058
