possession_id,game_id,attacking_team,defending_team,start_elapsed_seconds,end_elapsed_seconds,duration_seconds,start_period_label,end_period_label,start_event,end_event,start_x,start_y,end_x,end_y,end_reason,shot_or_goal_in_possession,slot_shot_or_goal_in_possession,n_events
2025-10-17.Team.F.@.Team.L__pos_0158,2025-10-17.Team.F.@.Team.L,Team F,Team L,1376.0,1379.0,3.0,2,2,Play,Faceoff Win,-34.0,-40.5,-69.0,-21.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0159,2025-10-17.Team.F.@.Team.L,Team F,Team L,1381.0,1393.0,12.0,2,2,Puck Recovery,Puck Recovery,-32.0,-39.5,-49.0,40.5,turnover_or_recovery,1,0,6
2025-10-17.Team.F.@.Team.L__pos_0160,2025-10-17.Team.F.@.Team.L,Team F,Team L,1382.0,1393.0,11.0,2,2,Play,Puck Recovery,-35.0,-39.5,-49.0,40.5,turnover_or_recovery,1,0,5
2025-10-17.Team.F.@.Team.L__pos_0161,2025-10-17.Team.F.@.Team.L,Team F,Team L,1383.0,1393.0,10.0,2,2,Play,Puck Recovery,-59.0,-31.5,-49.0,40.5,turnover_or_recovery,1,0,4
2025-10-17.Team.F.@.Team.L__pos_0162,2025-10-17.Team.F.@.Team.L,Team F,Team L,1386.0,1393.0,7.0,2,2,Puck Recovery,Puck Recovery,-67.0,-40.5,-49.0,40.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0163,2025-10-17.Team.F.@.Team.L,Team F,Team L,1387.0,1393.0,6.0,2,2,Play,Puck Recovery,-56.0,-40.5,-49.0,40.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0164,2025-10-17.Team.F.@.Team.L,Team L,Team F,1399.0,1407.0,8.0,2,2,Zone Entry,Puck Recovery,25.0,-6.5,60.0,-14.5,turnover_or_recovery,1,0,6
2025-10-17.Team.F.@.Team.L__pos_0165,2025-10-17.Team.F.@.Team.L,Team L,Team F,1400.0,1407.0,7.0,2,2,Play,Puck Recovery,35.0,-21.5,60.0,-14.5,turnover_or_recovery,1,0,5
2025-10-17.Team.F.@.Team.L__pos_0166,2025-10-17.Team.F.@.Team.L,Team L,Team F,1402.0,1407.0,5.0,2,2,Faceoff Win,Puck Recovery,69.0,-21.5,60.0,-14.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0167,2025-10-17.Team.F.@.Team.L,Team L,Team F,1405.0,1407.0,2.0,2,2,Puck Recovery,Puck Recovery,36.0,-40.5,60.0,-14.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0168,2025-10-17.Team.F.@.Team.L,Team F,Team L,1411.0,1414.0,3.0,2,2,Zone Entry,Puck Recovery,-25.0,-31.5,-98.0,-6.5,turnover_or_recovery,1,1,3
2025-10-17.Team.F.@.Team.L__pos_0169,2025-10-17.Team.F.@.Team.L,Team F,Team L,1412.0,1414.0,2.0,2,2,Play,Puck Recovery,-39.0,-36.5,-98.0,-6.5,turnover_or_recovery,1,1,2
2025-10-17.Team.F.@.Team.L__pos_0170,2025-10-17.Team.F.@.Team.L,Team F,Team L,1416.0,1418.0,2.0,2,2,Puck Recovery,Puck Recovery,-47.0,41.5,-97.0,26.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0171,2025-10-17.Team.F.@.Team.L,Team L,Team F,1429.0,1445.0,16.0,2,2,Takeaway,Takeaway,96.0,-25.5,86.0,-6.5,turnover_or_recovery,0,0,9
2025-10-17.Team.F.@.Team.L__pos_0172,2025-10-17.Team.F.@.Team.L,Team L,Team F,1431.0,1445.0,14.0,2,2,Puck Recovery,Takeaway,77.0,-10.5,86.0,-6.5,turnover_or_recovery,0,0,7
2025-10-17.Team.F.@.Team.L__pos_0173,2025-10-17.Team.F.@.Team.L,Team L,Team F,1434.0,1445.0,11.0,2,2,Puck Recovery,Takeaway,70.0,34.5,86.0,-6.5,turnover_or_recovery,0,0,5
2025-10-17.Team.F.@.Team.L__pos_0174,2025-10-17.Team.F.@.Team.L,Team L,Team F,1435.0,1445.0,10.0,2,2,Play,Takeaway,39.0,39.5,86.0,-6.5,turnover_or_recovery,0,0,4
2025-10-17.Team.F.@.Team.L__pos_0175,2025-10-17.Team.F.@.Team.L,Team L,Team F,1438.0,1445.0,7.0,2,2,Play,Takeaway,98.0,8.5,86.0,-6.5,turnover_or_recovery,0,0,3
2025-10-17.Team.F.@.Team.L__pos_0176,2025-10-17.Team.F.@.Team.L,Team L,Team F,1441.0,1445.0,4.0,2,2,Play,Takeaway,88.0,-34.5,86.0,-6.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0177,2025-10-17.Team.F.@.Team.L,Team L,Team F,1446.0,1456.0,10.0,2,2,Faceoff Win,Puck Recovery,69.0,-21.5,64.0,4.5,turnover_or_recovery,1,1,9
2025-10-17.Team.F.@.Team.L__pos_0178,2025-10-17.Team.F.@.Team.L,Team L,Team F,1448.0,1456.0,8.0,2,2,Play,Puck Recovery,58.0,-38.5,64.0,4.5,turnover_or_recovery,1,1,8
2025-10-17.Team.F.@.Team.L__pos_0179,2025-10-17.Team.F.@.Team.L,Team L,Team F,1448.0,1456.0,8.0,2,2,Puck Recovery,Puck Recovery,58.0,-38.5,64.0,4.5,turnover_or_recovery,1,1,8
2025-10-17.Team.F.@.Team.L__pos_0180,2025-10-17.Team.F.@.Team.L,Team L,Team F,1449.0,1456.0,7.0,2,2,Play,Puck Recovery,29.0,-24.5,64.0,4.5,turnover_or_recovery,1,1,6
2025-10-17.Team.F.@.Team.L__pos_0181,2025-10-17.Team.F.@.Team.L,Team L,Team F,1452.0,1456.0,4.0,2,2,Puck Recovery,Puck Recovery,77.0,3.5,64.0,4.5,turnover_or_recovery,1,1,4
2025-10-17.Team.F.@.Team.L__pos_0182,2025-10-17.Team.F.@.Team.L,Team L,Team F,1454.0,1456.0,2.0,2,2,Puck Recovery,Puck Recovery,83.0,5.5,64.0,4.5,turnover_or_recovery,1,1,2
2025-10-17.Team.F.@.Team.L__pos_0183,2025-10-17.Team.F.@.Team.L,Team L,Team F,1462.0,1465.0,3.0,2,2,Zone Entry,Puck Recovery,25.0,-37.5,97.0,-6.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0184,2025-10-17.Team.F.@.Team.L,Team L,Team F,1470.0,1471.0,1.0,2,2,Puck Recovery,Takeaway,83.0,39.5,85.0,35.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0185,2025-10-17.Team.F.@.Team.L,Team L,Team F,1476.0,1479.0,3.0,2,2,Puck Recovery,Puck Recovery,46.0,-38.5,28.0,-2.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0186,2025-10-17.Team.F.@.Team.L,Team L,Team F,1477.0,1479.0,2.0,2,2,Play,Puck Recovery,54.0,-39.5,28.0,-2.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0187,2025-10-17.Team.F.@.Team.L,Team F,Team L,1503.0,1511.0,8.0,2,2,Zone Entry,Puck Recovery,-26.0,10.5,-90.0,-34.5,turnover_or_recovery,0,0,3
2025-10-17.Team.F.@.Team.L__pos_0188,2025-10-17.Team.F.@.Team.L,Team F,Team L,1504.0,1511.0,7.0,2,2,Play,Puck Recovery,-34.0,19.5,-90.0,-34.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0189,2025-10-17.Team.F.@.Team.L,Team F,Team L,1516.0,1519.0,3.0,2,2,Puck Recovery,Puck Recovery,-28.0,-41.5,-59.0,15.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0190,2025-10-17.Team.F.@.Team.L,Team L,Team F,1526.0,1529.0,3.0,2,2,Puck Recovery,Puck Recovery,86.0,33.5,94.0,-23.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0191,2025-10-17.Team.F.@.Team.L,Team L,Team F,1545.0,1568.0,23.0,2,2,Puck Recovery,Puck Recovery,29.0,39.5,76.0,4.5,turnover_or_recovery,1,0,12
2025-10-17.Team.F.@.Team.L__pos_0192,2025-10-17.Team.F.@.Team.L,Team L,Team F,1545.0,1568.0,23.0,2,2,Play,Puck Recovery,29.0,39.5,76.0,4.5,turnover_or_recovery,1,0,12
2025-10-17.Team.F.@.Team.L__pos_0193,2025-10-17.Team.F.@.Team.L,Team L,Team F,1551.0,1568.0,17.0,2,2,Play,Puck Recovery,76.0,40.5,76.0,4.5,turnover_or_recovery,1,0,10
2025-10-17.Team.F.@.Team.L__pos_0194,2025-10-17.Team.F.@.Team.L,Team L,Team F,1554.0,1568.0,14.0,2,2,Play,Puck Recovery,84.0,-38.5,76.0,4.5,turnover_or_recovery,1,0,9
2025-10-17.Team.F.@.Team.L__pos_0195,2025-10-17.Team.F.@.Team.L,Team L,Team F,1556.0,1568.0,12.0,2,2,Play,Puck Recovery,86.0,-32.5,76.0,4.5,turnover_or_recovery,1,0,8
2025-10-17.Team.F.@.Team.L__pos_0196,2025-10-17.Team.F.@.Team.L,Team L,Team F,1558.0,1568.0,10.0,2,2,Play,Puck Recovery,85.0,-32.5,76.0,4.5,turnover_or_recovery,1,0,7
2025-10-17.Team.F.@.Team.L__pos_0197,2025-10-17.Team.F.@.Team.L,Team L,Team F,1559.0,1568.0,9.0,2,2,Play,Puck Recovery,30.0,-35.5,76.0,4.5,turnover_or_recovery,1,0,6
2025-10-17.Team.F.@.Team.L__pos_0198,2025-10-17.Team.F.@.Team.L,Team L,Team F,1560.0,1568.0,8.0,2,2,Play,Puck Recovery,32.0,36.5,76.0,4.5,turnover_or_recovery,1,0,5
2025-10-17.Team.F.@.Team.L__pos_0199,2025-10-17.Team.F.@.Team.L,Team L,Team F,1564.0,1568.0,4.0,2,2,Faceoff Win,Puck Recovery,69.0,22.5,76.0,4.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0200,2025-10-17.Team.F.@.Team.L,Team L,Team F,1566.0,1568.0,2.0,2,2,Puck Recovery,Puck Recovery,29.0,25.5,76.0,4.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0201,2025-10-17.Team.F.@.Team.L,Team L,Team F,1571.0,1574.0,3.0,2,2,Puck Recovery,Puck Recovery,31.0,39.5,96.0,22.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0202,2025-10-17.Team.F.@.Team.L,Team L,Team F,1578.0,1580.0,2.0,2,2,Puck Recovery,Puck Recovery,47.0,-40.5,43.0,-17.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0203,2025-10-17.Team.F.@.Team.L,Team F,Team L,1590.0,1599.0,9.0,2,2,Zone Entry,Takeaway,-25.0,23.5,-99.0,-19.5,turnover_or_recovery,1,1,7
2025-10-17.Team.F.@.Team.L__pos_0204,2025-10-17.Team.F.@.Team.L,Team F,Team L,1593.0,1599.0,6.0,2,2,Puck Recovery,Takeaway,-87.0,-13.5,-99.0,-19.5,turnover_or_recovery,1,1,5
2025-10-17.Team.F.@.Team.L__pos_0205,2025-10-17.Team.F.@.Team.L,Team F,Team L,1594.0,1599.0,5.0,2,2,Puck Recovery,Takeaway,-91.0,-25.5,-99.0,-19.5,turnover_or_recovery,0,0,3
2025-10-17.Team.F.@.Team.L__pos_0206,2025-10-17.Team.F.@.Team.L,Team F,Team L,1595.0,1599.0,4.0,2,2,Play,Takeaway,-82.0,-32.5,-99.0,-19.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0207,2025-10-17.Team.F.@.Team.L,Team F,Team L,1601.0,1605.0,4.0,2,2,Puck Recovery,Takeaway,-91.0,-34.5,-86.0,37.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0208,2025-10-17.Team.F.@.Team.L,Team F,Team L,1606.0,1608.0,2.0,2,2,Puck Recovery,Puck Recovery,-99.0,1.5,-70.0,-2.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0209,2025-10-17.Team.F.@.Team.L,Team L,Team F,1613.0,1613.0,0.0,2,2,Zone Entry,Takeaway,25.0,40.5,42.0,38.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0210,2025-10-17.Team.F.@.Team.L,Team L,Team F,1615.0,1616.0,1.0,2,2,Puck Recovery,Takeaway,35.0,41.5,69.0,40.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0211,2025-10-17.Team.F.@.Team.L,Team L,Team F,1626.0,1633.0,7.0,2,2,Puck Recovery,Puck Recovery,26.0,-36.5,66.0,0.5,turnover_or_recovery,1,1,6
2025-10-17.Team.F.@.Team.L__pos_0212,2025-10-17.Team.F.@.Team.L,Team L,Team F,1628.0,1633.0,5.0,2,2,Play,Puck Recovery,83.0,-21.5,66.0,0.5,turnover_or_recovery,1,1,5
2025-10-17.Team.F.@.Team.L__pos_0213,2025-10-17.Team.F.@.Team.L,Team L,Team F,1629.0,1633.0,4.0,2,2,Play,Puck Recovery,86.0,25.5,66.0,0.5,turnover_or_recovery,1,1,4
2025-10-17.Team.F.@.Team.L__pos_0214,2025-10-17.Team.F.@.Team.L,Team L,Team F,1632.0,1633.0,1.0,2,2,Puck Recovery,Puck Recovery,77.0,-11.5,66.0,0.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0215,2025-10-17.Team.F.@.Team.L,Team L,Team F,1643.0,1650.0,7.0,2,2,Zone Entry,Puck Recovery,25.0,19.5,78.0,-24.5,turnover_or_recovery,1,1,6
2025-10-17.Team.F.@.Team.L__pos_0216,2025-10-17.Team.F.@.Team.L,Team L,Team F,1645.0,1650.0,5.0,2,2,Play,Puck Recovery,75.0,33.5,78.0,-24.5,turnover_or_recovery,1,1,5
2025-10-17.Team.F.@.Team.L__pos_0217,2025-10-17.Team.F.@.Team.L,Team L,Team F,1647.0,1650.0,3.0,2,2,Puck Recovery,Puck Recovery,72.0,-40.5,78.0,-24.5,turnover_or_recovery,0,0,3
2025-10-17.Team.F.@.Team.L__pos_0218,2025-10-17.Team.F.@.Team.L,Team L,Team F,1647.0,1650.0,3.0,2,2,Play,Puck Recovery,72.0,-40.5,78.0,-24.5,turnover_or_recovery,0,0,3
2025-10-17.Team.F.@.Team.L__pos_0219,2025-10-17.Team.F.@.Team.L,Team F,Team L,1658.0,1663.0,5.0,2,2,Zone Entry,Puck Recovery,-25.0,-1.5,-82.0,-38.5,turnover_or_recovery,0,0,4
2025-10-17.Team.F.@.Team.L__pos_0220,2025-10-17.Team.F.@.Team.L,Team F,Team L,1661.0,1663.0,2.0,2,2,Play,Puck Recovery,-66.0,-38.5,-82.0,-38.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0221,2025-10-17.Team.F.@.Team.L,Team F,Team L,1661.0,1663.0,2.0,2,2,Puck Recovery,Puck Recovery,-65.0,-33.5,-82.0,-38.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0222,2025-10-17.Team.F.@.Team.L,Team F,Team L,1679.0,1679.0,0.0,2,2,Zone Entry,Dump In/Out,-26.0,-34.5,-1.0,-28.5,zone_exit,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0223,2025-10-17.Team.F.@.Team.L,Team L,Team F,1693.0,1697.0,4.0,2,2,Zone Entry,Takeaway,25.0,23.5,99.0,-0.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0224,2025-10-17.Team.F.@.Team.L,Team L,Team F,1703.0,1704.0,1.0,2,2,Puck Recovery,Play,29.0,38.5,12.0,13.5,zone_exit,0,0,4
2025-10-17.Team.F.@.Team.L__pos_0225,2025-10-17.Team.F.@.Team.L,Team F,Team L,1713.0,1716.0,3.0,2,2,Zone Entry,Puck Recovery,-25.0,22.5,-71.0,-5.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0226,2025-10-17.Team.F.@.Team.L,Team F,Team L,1718.0,1720.0,2.0,2,2,Puck Recovery,Dump In/Out,-54.0,-40.5,-13.0,-40.5,zone_exit,0,0,4
2025-10-17.Team.F.@.Team.L__pos_0227,2025-10-17.Team.F.@.Team.L,Team L,Team F,1739.0,1739.0,0.0,2,2,Zone Entry,Dump In/Out,25.0,40.5,20.0,40.5,zone_exit,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0228,2025-10-17.Team.F.@.Team.L,Team F,Team L,1744.0,1774.0,30.0,2,2,Zone Entry,Puck Recovery,-25.0,-40.5,-67.0,-36.5,turnover_or_recovery,1,1,11
2025-10-17.Team.F.@.Team.L__pos_0229,2025-10-17.Team.F.@.Team.L,Team F,Team L,1753.0,1774.0,21.0,2,2,Puck Recovery,Puck Recovery,-95.0,19.5,-67.0,-36.5,turnover_or_recovery,1,1,9
2025-10-17.Team.F.@.Team.L__pos_0230,2025-10-17.Team.F.@.Team.L,Team F,Team L,1754.0,1774.0,20.0,2,2,Play,Puck Recovery,-88.0,29.5,-67.0,-36.5,turnover_or_recovery,1,1,8
2025-10-17.Team.F.@.Team.L__pos_0231,2025-10-17.Team.F.@.Team.L,Team F,Team L,1760.0,1774.0,14.0,2,2,Puck Recovery,Puck Recovery,-32.0,-39.5,-67.0,-36.5,turnover_or_recovery,1,1,6
2025-10-17.Team.F.@.Team.L__pos_0232,2025-10-17.Team.F.@.Team.L,Team F,Team L,1768.0,1774.0,6.0,2,2,Faceoff Win,Puck Recovery,-69.0,22.5,-67.0,-36.5,turnover_or_recovery,1,0,4
2025-10-17.Team.F.@.Team.L__pos_0233,2025-10-17.Team.F.@.Team.L,Team F,Team L,1769.0,1774.0,5.0,2,2,Puck Recovery,Puck Recovery,-68.0,40.5,-67.0,-36.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0234,2025-10-17.Team.F.@.Team.L,Team F,Team L,1769.0,1774.0,5.0,2,2,Play,Puck Recovery,-68.0,40.5,-67.0,-36.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0235,2025-10-17.Team.F.@.Team.L,Team F,Team L,1775.0,1789.0,14.0,2,2,Puck Recovery,Puck Recovery,-28.0,-15.5,-48.0,2.5,turnover_or_recovery,1,1,9
2025-10-17.Team.F.@.Team.L__pos_0236,2025-10-17.Team.F.@.Team.L,Team F,Team L,1777.0,1789.0,12.0,2,2,Zone Entry,Puck Recovery,-25.0,-21.5,-48.0,2.5,turnover_or_recovery,1,1,8
2025-10-17.Team.F.@.Team.L__pos_0237,2025-10-17.Team.F.@.Team.L,Team F,Team L,1777.0,1789.0,12.0,2,2,Play,Puck Recovery,-28.0,-23.5,-48.0,2.5,turnover_or_recovery,1,1,8
2025-10-17.Team.F.@.Team.L__pos_0238,2025-10-17.Team.F.@.Team.L,Team F,Team L,1780.0,1789.0,9.0,2,2,Puck Recovery,Puck Recovery,-79.0,18.5,-48.0,2.5,turnover_or_recovery,1,1,6
2025-10-17.Team.F.@.Team.L__pos_0239,2025-10-17.Team.F.@.Team.L,Team F,Team L,1785.0,1789.0,4.0,2,2,Play,Puck Recovery,-65.0,-39.5,-48.0,2.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0240,2025-10-17.Team.F.@.Team.L,Team F,Team L,1785.0,1789.0,4.0,2,2,Puck Recovery,Puck Recovery,-65.0,-39.5,-48.0,2.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0241,2025-10-17.Team.F.@.Team.L,Team L,Team F,1793.0,1795.0,2.0,2,2,Zone Entry,Puck Recovery,25.0,-40.5,77.0,-25.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0242,2025-10-17.Team.F.@.Team.L,Team L,Team F,1807.0,1818.0,11.0,2,2,Puck Recovery,Puck Recovery,98.0,-5.5,98.0,3.5,turnover_or_recovery,0,0,6
2025-10-17.Team.F.@.Team.L__pos_0243,2025-10-17.Team.F.@.Team.L,Team L,Team F,1808.0,1818.0,10.0,2,2,Puck Recovery,Puck Recovery,95.0,-23.5,98.0,3.5,turnover_or_recovery,0,0,4
2025-10-17.Team.F.@.Team.L__pos_0244,2025-10-17.Team.F.@.Team.L,Team L,Team F,1816.0,1818.0,2.0,2,2,Puck Recovery,Puck Recovery,71.0,41.5,98.0,3.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0245,2025-10-17.Team.F.@.Team.L,Team L,Team F,1822.0,1841.0,19.0,2,2,Puck Recovery,Puck Recovery,26.0,-26.5,60.0,-39.5,turnover_or_recovery,1,1,10
2025-10-17.Team.F.@.Team.L__pos_0246,2025-10-17.Team.F.@.Team.L,Team L,Team F,1823.0,1841.0,18.0,2,2,Play,Puck Recovery,31.0,-37.5,60.0,-39.5,turnover_or_recovery,1,1,9
2025-10-17.Team.F.@.Team.L__pos_0247,2025-10-17.Team.F.@.Team.L,Team L,Team F,1826.0,1841.0,15.0,2,2,Puck Recovery,Puck Recovery,48.0,37.5,60.0,-39.5,turnover_or_recovery,1,1,7
2025-10-17.Team.F.@.Team.L__pos_0248,2025-10-17.Team.F.@.Team.L,Team L,Team F,1827.0,1841.0,14.0,2,2,Play,Puck Recovery,48.0,40.5,60.0,-39.5,turnover_or_recovery,1,1,6
2025-10-17.Team.F.@.Team.L__pos_0249,2025-10-17.Team.F.@.Team.L,Team L,Team F,1833.0,1841.0,8.0,2,2,Puck Recovery,Puck Recovery,31.0,40.5,60.0,-39.5,turnover_or_recovery,1,1,4
2025-10-17.Team.F.@.Team.L__pos_0250,2025-10-17.Team.F.@.Team.L,Team L,Team F,1833.0,1841.0,8.0,2,2,Play,Puck Recovery,31.0,40.5,60.0,-39.5,turnover_or_recovery,1,1,4
2025-10-17.Team.F.@.Team.L__pos_0251,2025-10-17.Team.F.@.Team.L,Team L,Team F,1836.0,1841.0,5.0,2,2,Play,Puck Recovery,98.0,-3.5,60.0,-39.5,turnover_or_recovery,1,1,2
2025-10-17.Team.F.@.Team.L__pos_0252,2025-10-17.Team.F.@.Team.L,Team L,Team F,1851.0,1858.0,7.0,2,2,Zone Entry,Takeaway,25.0,-39.5,97.0,-6.5,turnover_or_recovery,0,0,4
2025-10-17.Team.F.@.Team.L__pos_0253,2025-10-17.Team.F.@.Team.L,Team L,Team F,1852.0,1858.0,6.0,2,2,Play,Takeaway,31.0,-39.5,97.0,-6.5,turnover_or_recovery,0,0,3
2025-10-17.Team.F.@.Team.L__pos_0254,2025-10-17.Team.F.@.Team.L,Team L,Team F,1853.0,1858.0,5.0,2,2,Puck Recovery,Takeaway,42.0,-23.5,97.0,-6.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0255,2025-10-17.Team.F.@.Team.L,Team L,Team F,1864.0,1870.0,6.0,2,2,Puck Recovery,Puck Recovery,75.0,-40.5,37.0,30.5,turnover_or_recovery,1,0,4
2025-10-17.Team.F.@.Team.L__pos_0256,2025-10-17.Team.F.@.Team.L,Team L,Team F,1866.0,1870.0,4.0,2,2,Puck Recovery,Puck Recovery,48.0,41.5,37.0,30.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0257,2025-10-17.Team.F.@.Team.L,Team L,Team F,1868.0,1870.0,2.0,2,2,Play,Puck Recovery,62.0,34.5,37.0,30.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0258,2025-10-17.Team.F.@.Team.L,Team F,Team L,1873.0,1882.0,9.0,2,2,Zone Entry,Puck Recovery,-26.0,39.5,-75.0,2.5,turnover_or_recovery,1,0,7
2025-10-17.Team.F.@.Team.L__pos_0259,2025-10-17.Team.F.@.Team.L,Team F,Team L,1873.0,1882.0,9.0,2,2,Play,Puck Recovery,-36.0,29.5,-75.0,2.5,turnover_or_recovery,1,0,7
2025-10-17.Team.F.@.Team.L__pos_0260,2025-10-17.Team.F.@.Team.L,Team F,Team L,1874.0,1882.0,8.0,2,2,Play,Puck Recovery,-50.0,-18.5,-75.0,2.5,turnover_or_recovery,1,0,5
2025-10-17.Team.F.@.Team.L__pos_0261,2025-10-17.Team.F.@.Team.L,Team F,Team L,1878.0,1882.0,4.0,2,2,Play,Puck Recovery,-56.0,-39.5,-75.0,2.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0262,2025-10-17.Team.F.@.Team.L,Team F,Team L,1878.0,1882.0,4.0,2,2,Puck Recovery,Puck Recovery,-62.0,-39.5,-75.0,2.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0263,2025-10-17.Team.F.@.Team.L,Team F,Team L,1895.0,1899.0,4.0,2,2,Zone Entry,Puck Recovery,-26.0,-38.5,-83.0,-0.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0264,2025-10-17.Team.F.@.Team.L,Team F,Team L,1897.0,1899.0,2.0,2,2,Puck Recovery,Puck Recovery,-57.0,-40.5,-83.0,-0.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0265,2025-10-17.Team.F.@.Team.L,Team F,Team L,1925.0,1927.0,2.0,2,2,Faceoff Win,Puck Recovery,-69.0,22.5,-98.0,1.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0266,2025-10-17.Team.F.@.Team.L,Team F,Team L,1925.0,1927.0,2.0,2,2,Puck Recovery,Puck Recovery,-71.0,20.5,-98.0,1.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0267,2025-10-17.Team.F.@.Team.L,Team F,Team L,1939.0,1944.0,5.0,2,2,Zone Entry,Puck Recovery,-25.0,-38.5,-100.0,-12.5,turnover_or_recovery,0,0,1
2025-10-17.Team.F.@.Team.L__pos_0268,2025-10-17.Team.F.@.Team.L,Team F,Team L,1949.0,1952.0,3.0,2,2,Puck Recovery,Puck Recovery,-31.0,-23.5,-68.0,17.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0269,2025-10-17.Team.F.@.Team.L,Team L,Team F,1961.0,1971.0,10.0,2,2,Puck Recovery,Puck Recovery,60.0,0.5,94.0,0.5,turnover_or_recovery,1,0,3
2025-10-17.Team.F.@.Team.L__pos_0270,2025-10-17.Team.F.@.Team.L,Team L,Team F,1966.0,1971.0,5.0,2,2,Play,Puck Recovery,87.0,-23.5,94.0,0.5,turnover_or_recovery,1,0,2
2025-10-17.Team.F.@.Team.L__pos_0271,2025-10-17.Team.F.@.Team.L,Team L,Team F,1974.0,1985.0,11.0,2,2,Puck Recovery,Puck Recovery,28.0,-37.5,99.0,13.5,turnover_or_recovery,1,1,5
2025-10-17.Team.F.@.Team.L__pos_0272,2025-10-17.Team.F.@.Team.L,Team L,Team F,1974.0,1985.0,11.0,2,2,Play,Puck Recovery,28.0,-37.5,99.0,13.5,turnover_or_recovery,1,1,5
2025-10-17.Team.F.@.Team.L__pos_0273,2025-10-17.Team.F.@.Team.L,Team L,Team F,1984.0,1985.0,1.0,2,2,Puck Recovery,Puck Recovery,93.0,10.5,99.0,13.5,turnover_or_recovery,1,1,2
2025-10-17.Team.F.@.Team.L__pos_0274,2025-10-17.Team.F.@.Team.L,Team L,Team F,1987.0,1988.0,1.0,2,2,Takeaway,Takeaway,90.0,32.5,61.0,26.5,turnover_or_recovery,0,0,2
2025-10-17.Team.F.@.Team.L__pos_0275,2025-10-17.Team.F.@.Team.L,Team L,Team F,1998.0,2018.0,20.0,2,2,Play,Play,35.0,40.5,-66.0,24.5,zone_exit,1,1,11
